Title, link, After exclusion and inclusion criteria, Present in Paper"Design and implementation PLC real-time control based on NI-VISA",https://doi.org/10.1007/978-3-642-25646-2_21,
"A real models laboratory and an elevator model controlled through programmable controller (PLC)",https://www.scopus.com/record/display.uri?eid=2-s2.0-80055034030&origin=inward,
"When control education is the name of the game",https://doi.org/10.4018/978-1-60960-569-8.ch012,
"Closed gap adjustment mechanism development for die-forging mechanical press",https://www.scopus.com/record/display.uri?eid=2-s2.0-84898073306&origin=inward,
"Progress in developing a PLC control system for the PKUNIFTY",https://www.scopus.com/record/display.uri?eid=2-s2.0-84885753647&origin=inward,
"HI-13 tandem accelerator radiation protection system",https://www.scopus.com/record/display.uri?eid=2-s2.0-84885694051&origin=inward,
"Seattle center monorail train refurbishment program",https://doi.org/10.1115/RTDF2011-67021,
"Improving the producibility of components that are 'strangers by design'",https://doi.org/10.2514/6.2011-6993,
"Development of FESA-based data acquisition and control for fair",https://www.scopus.com/record/display.uri?eid=2-s2.0-84880361440&origin=inward,
"Impact of severe temperature distortion on turbine efficiency",https://doi.org/10.1115/GT2011-45647,
"The development &amp; application of the Rolls-Royce MT30 marine gas turbine",https://doi.org/10.1115/GT2011-45484,
"Effect of GTL-like jet fuel composition on GT engine altitude ignition performance - Part I: Combustor operability",https://doi.org/10.1115/GT2011-45487,
"Heat transfer in turbine hub cavities adjacent to the main gas path including FE-CFD coupled thermal analysis",https://doi.org/10.1115/GT2011-45695,
"Fiber-optic, LEO-based, communications ring",https://www.scopus.com/record/display.uri?eid=2-s2.0-84864095655&origin=inward,
"Study on production process of desalted water system",https://doi.org/10.1007/978-3-642-25905-0_50,
"Application of PLC in hospital emergency calling device",https://doi.org/10.1109/ICM.2011.378,
"Mining equipment line detection and remote control system base on PLC",https://doi.org/10.1007/978-3-642-21747-0_45,
"The implementation of serial communication technology in the vehicle alcohol lock",https://doi.org/10.1109/CISP.2011.6100738,
"FBDtoVerilog: A vendor-independent translation from FBDs into Verilog programs",https://www.scopus.com/record/display.uri?eid=2-s2.0-84862916701&origin=inward,
"Research on PLC-based pneumatic controlling system of flying splicer of web-fed offset presses",https://doi.org/10.2174/1874155X01105010160,
"Mitigation of voltage sags and voltage swells by dynamic voltage restorer",https://doi.org/10.1049/ic.2011.0047,
"1 MJ pulsed current source",https://doi.org/10.1109/PPC.2011.6191402,
"Realization of real-time communication system of PLC with inverter and PC based on Profibus",https://doi.org/10.5813/www.ieit-web.org/IPS.1.60,
"Virtual instrumentation: A practical approach to control and supervision process",https://doi.org/10.1109/ICCSNT.2011.6182493,
"Design of a mechatronic system for application of hardware-in-the-loop simulation technique",https://www.scopus.com/record/display.uri?eid=2-s2.0-84859338693&origin=inward,
"Integrated online auto-tuning and digital implementation of PID controllers in industrial processes",https://doi.org/10.1109/ICCA.2011.6137985,
"Automatic verification of event-driven control programs: A case study",https://doi.org/10.1109/IWACI.2011.6160012,
"A HiL test bench for verification and validation purposes of model-based developed applications using Simulink® and OPC DA technology",https://www.scopus.com/record/display.uri?eid=2-s2.0-84857331356&origin=inward,
"Automated test case generation approach for PLC control software exception handling using fault injection",https://doi.org/10.1109/IECON.2011.6119280,
"An LMI robust predictive control approach applied in a coupled tanks systems",https://doi.org/10.1109/IECON.2011.6119358,
"Exploring integrated circuit verification methodology for verification and validation of PLC systems",https://doi.org/10.1109/ISED.2011.47,
"A novel approach for modeling and simulation of hybrid power systems using PLCs and SCADA for hardware in the loop test",https://doi.org/10.1049/cp.2011.0421,
"Reliable architecture for heterogeneous home-networks: The OMEGA I-MAC approach",https://doi.org/10.1109/TELSKS.2011.6112052,
"A partially automated HiL test environment for model-based development using Simulink® and OPC technology",https://doi.org/10.1109/ICAT.2011.6102112,
"The SDUV-FEL vacuum interlock system",https://www.scopus.com/record/display.uri?eid=2-s2.0-84855423623&origin=inward,
"Design of life testboard of manual slack adjuster",https://doi.org/10.1117/12.905267,
"Messages analysis of siemens PPI protocol data mixed storage area based on messages interception",https://doi.org/10.1007/978-3-642-25658-5_62,
"The design of the internal combustion engine based on the intelligent PID control algorithm",https://doi.org/10.1007/978-3-642-25185-6_42,
"Application of PLC and human-machine interface on screening equipment",https://doi.org/10.1007/978-3-642-25188-7_31,
"Fundamental technology for RFID-based supervisory control of shop floor production system",https://doi.org/10.1007/s00170-011-3358-7,
"Thermal shock machine for glass containers",https://www.scopus.com/record/display.uri?eid=2-s2.0-79952306885&origin=inward,
"A new programming language for PLC using bond graph",https://doi.org/10.1007/978-3-642-25553-3_10,
"A multi-level approach for visualization and exploration of reactive program behavior",https://doi.org/10.1109/VISSOF.2011.6069463X,
"PLC controlling system of transportation manipulator and simulation debugging",https://doi.org/10.1109/ICECC.2011.6066729X,
"Design of mice maze based on PLC control unit",https://doi.org/10.1109/ICECC.2011.6067621,
"21st century strategies for minimizing cost of test ownership while maximizing availability and technology refresh for test and measurement assets",https://doi.org/10.1109/AUTEST.2011.6058734,
"The design and application of automatic control system copper cold rolling mill based on PLC",https://doi.org/10.1109/ICECENG.2011.6057401,
"The design of electric simulation steering gear based on PLC",https://doi.org/10.1109/ICECENG.2011.6057521,
"The design of oxidation ditch control system based on PLC and KingVIEW",https://doi.org/10.1109/ICECENG.2011.6057388,
"Application of ITER CODAC core system for NSTX SPA-2 project",https://doi.org/10.1109/SOFE.2011.6052345,
"Coal PLC control system interference problems and countermeasures",https://doi.org/10.1109/ICECENG.2011.6057064,
"The monitoring system of Medium-frequency series resonant power",https://doi.org/10.1109/ICECENG.2011.6057160,
"Reconstruct of RD2-3 high temperature creep and rupture strength testing machine on electrical control system",https://doi.org/10.1109/ICECENG.2011.6057605,
"Control system design for flip part of flat series cab bottom welding fixture",https://doi.org/10.1109/ICECENG.2011.6058094,
"Real-time monitoring system of PLC for production line of coin cell battery based on LabVIEW",https://doi.org/10.1109/ICDMA.2011.218,
"The application of PLC to CNC machine tools development",https://doi.org/10.1109/ICDMA.2011.299,
"Algorithm for compiling unrestricted Ladder Diagram to IEC 61131-3 compliant Instruction List",https://www.scopus.com/record/display.uri?eid=2-s2.0-80755156398&origin=inward,
"Requirements and obstacles for the transformation of GRAFCET specifications into IEC 61131-3 PLC programs",https://doi.org/10.1109/ETFA.2011.6059134,
"Stepwise identification of automated discrete manufacturing systems",https://doi.org/10.1109/ETFA.2011.6059037,
"Highly reconfigurable production systems controlled by real-time agents",https://doi.org/10.1109/ETFA.2011.6058991,
"A model-driven engineering approach to formal verification of PLC programs",https://doi.org/10.1109/ETFA.2011.6058983,
"Automatic generation: A way of ensuring PLC and HMI standards",https://doi.org/10.1109/ETFA.2011.6059201,
"Industrial embedded model predictive controller platform",https://doi.org/10.1109/ETFA.2011.6059212,
"Formal Methods and Software Engineering - 13th International Conference on Formal Engineering Methods, ICFEM 2011, Proceedings",https://www.scopus.com/record/display.uri?eid=2-s2.0-80455144815&origin=inward,
"2011 7th International Symposium on Advanced Topics in Electrical Engineering, ATEE 2011",https://www.scopus.com/record/display.uri?eid=2-s2.0-80155135900&origin=inward,
"Automatic implementation of arithmetic operation in reconfigurable logic controllers",https://doi.org/10.1109/ECCTD.2011.6043645,
"Synthetic circuit experiment system based on the communication between LabVIEW and PLC",https://www.scopus.com/record/display.uri?eid=2-s2.0-84863359052&origin=inward,
"Remote diagnosis design for a PLC-based automated system: 1-implementation of three levels of architectures",https://doi.org/10.1007/s00170-011-3314-6,
